"Word","Changed","score_test"
"indorsements","deeimnnorsst",196
"indorsement","deeimnnorst",169
"mentioned","deeimnnot",121
"instrumented","deeimnnrsttu",196
"undermines","deeimnnrsu",144
"undermine","deeimnnru",121
"Montevideo","deeimnootv",169
"redemption","deeimnoprt",169
"domineer","deeimnor",100
"domineers","deeimnors",121
"modernizes","deeimnorsz",196
"sermonized","deeimnorsz",196
"Monteverdi","deeimnortv",169
"modernize","deeimnorz",169
"moistened","deeimnost",121
"unimpressed","deeimnprssu",196
"pediments","deeimnpst",144
"pediment","deeimnpt",121
"reminder","deeimnrr",100
"reminders","deeimnrrs",121
"detriments","deeimnrstt",144
"Midwestern","deeimnrstw",169
"detriment","deeimnrtt",121
"sediments","deeimnsst",121
"sediment","deeimnst",100
"meteoroids","deeimoorst",144
"meteoroid","deeimoort",121
"superimposed","deeimopprssu",256
"reimposed","deeimoprs",144
"temporized","deeimoprtz",225
"impede","deeimp",81
"premised","deeimprs",121
"simpered","deeimprs",121
"impressed","deeimprss",144
"distemper","deeimprst",144
"permitted","deeimprtt",144
"impedes","deeimps",100
"emptied","deeimpt",100
"demerits","deeimrst",100
"Demetrius","deeimrstu",121
"demerit","deeimrt",81
"merited","deeimrt",81
"mitered","deeimrt",81
"remitted","deeimrtt",100
"deuterium","deeimrtuu",121
"demise","deeims",64
"demises","deeimss",81
"emitted","deeimtt",81
"nonresidents","deeinnnorsst",169
"nonresident","deeinnnorst",144
"innuendoes","deeinnnosu",121
"pensioned","deeinnops",121
"unquestioned","deeinnoqstu",196
"detentions","deeinnostt",121
"tendentious","deeinnosttu",144
"detention","deeinnott",100
"uninterrupted","deeinnprrttuu",225
"superintends","deeinnprsstu",196
"superintend","deeinnprstu",169
"underwritten","deeinnrrttuw",196
"indentures","deeinnrstu",121
"interned","deeinnrt",81
"indenture","deeinnrtu",100
"denizens","deeinnsz",121
"dentine","deeinnt",64
"invented","deeinntv",100
"entwined","deeinntw",100
"denizen","deeinnz",100
"overprinted","deeinoprrtv",196
"depression","deeinoprss",144
"depressions","deeinoprsss",169
"interposed","deeinoprst",144
"questioned","deeinoqst",144
"introverted","deeinorrttv",169
"desertions","deeinorsst",121
"desertion","deeinorst",100
"oriented","deeinort",81
"tediousness","deeinossstu",144
"deviousness","deeinosssuv",169
"nosedives","deeinossv",121
"nosedive","deeinosv",100
"Dnieper","deeinpr",81
"ripened","deeinpr",81
"reprinted","deeinprrt",121
"interrupted","deeinprrttu",169
"dispenser","deeinprss",121
"dispensers","deeinprsss",144
"Presidents","deeinprsst",144
"presidents","deeinprsst",144
"unsupervised","deeinprssuuv",225
"President","deeinprst",121
"president","deeinprst",121
"dispense","deeinpss",100
"dispenses","deeinpsss",121
"enquired","deeinqr",100
"unrequited","deeinqrtu",144
"sequined","deeinqs",100
"Nereid","deeinr",49
"denier","deeinr",49
"reined","deeinr",49
"nerdier","deeinrr",64
"underwriters","deeinrrrstuw",196
"underwriter","deeinrrrtuw",169
"underwrites","deeinrrstuw",169
"interred","deeinrrt",81
"trendier","deeinrrt",81
"underwrite","deeinrrtuw",144
"deniers","deeinrs",64
"dressiness","deeinrssss",121
"dissenters","deeinrssst",121
"dissenter","deeinrsst",100
"residents","deeinrsst",100
"tiredness","deeinrsst",100
"weirdness","deeinrssw",121
"Dniester","deeinrst",81
"inserted","deeinrst",81
"nerdiest","deeinrst",81
"resident","deeinrst",81
"trendies","deeinrst",81
"trendiest","deeinrstt",100
"undersize","deeinrsuz",144
"reunited","deeinrtu",81
"inverted","deeinrtv",100
"wintered","deeinrtw",100
"Denise","deeins",49
"denies","deeins",49
"destines","deeinsst",81
"witnessed","deeinsstw",121
"wideness","deeinssw",100
"destine","deeinst",64
"dinettes","deeinstt",81
"insetted","deeinstt",81
"invested","deeinstv",100
"endives","deeinsv",81
"endwise","deeinsw",81
"indexes","deeinsx",100
"dinette","deeintt",64
"evident","deeintv",81
"endive","deeinv",64
"envied","deeinv",64
"veined","deeinv",64
"wizened","deeinwz",121
"propertied","deeiopprrt",169
"predispose","deeiopprss",169
"predisposes","deeiopprsss",196
"expeditors","deeioprstx",196
"peroxides","deeioprsx",169
"pirouetted","deeioprttu",144
"expeditor","deeioprtx",169
"peroxide","deeioprx",144
"episode","deeiops",81
"episodes","deeiopss",100
"dispossesses","deeiopssssss",196
"epoxied","deeiopx",121
"terrorized","deeiorrrtz",169
"roistered","deeiorrst",100
"overrides","deeiorrsv",121
"override","deeiorrv",100
"overdrive","deeiorrvv",144
"oversized","deeiorsvz",169
"equipped","deeippq",144
"perspired","deeipprrs",144
"zippered","deeipprz",169
"respired","deeiprrs",100
"pressurized","deeiprrssuz",225
"reprized","deeiprrz",144
"Perseid","deeiprs",81
"preside","deeiprs",81
"disperse","deeiprss",100
"presides","deeiprss",100
"disperses","deeiprsss",121
"persisted","deeiprsst",121
"supervised","deeiprssuv",169
"disrepute","deeiprstu",121
"deprives","deeiprsv",121
"prettied","deeiprtt",100
"deprive","deeiprv",100
"expired","deeiprx",121
"espied","deeips",64
"despise","deeipss",81
"despises","deeipsss",100
"sidesteps","deeipssst",121
"sidestep","deeipsst",100
"despite","deeipst",81
"deputies","deeipstu",100
"deputizes","deeipstuz",169
"deputize","deeiptuz",144
"queried","deeiqr",81
"required","deeiqrr",100
"requited","deeiqrt",100
"quivered","deeiqrv",121
"quieted","deeiqt",81
"quietude","deeiqtu",100
"eider","deeir",36
"Dreiser","deeirrs",64
"serried","deeirrs",64
"dressier","deeirrss",81
"retired","deeirrt",64
"retried","deeirrt",64
"tireder","deeirrt",64
"rewired","deeirrw",81
"weirder","deeirrw",81
"desire","deeirs",49
"eiders","deeirs",49
"reside","deeirs",49
"desires","deeirss",64
"resides","deeirss",64
"distresses","deeirsssst",121
"dressiest","deeirssst",100
"resisted","deeirsst",81
"restudies","deeirsstu",100
"reissued","deeirssu",81
"residues","deeirssu",81
"dieters","deeirst",64
"tiredest","deeirstt",81
"servitude","deeirstuv",121
"weirdest","deeirstw",100
"residue","deeirsu",64
"derives","deeirsv",81
"diverse","deeirsv",81
"revised","deeirsv",81
"dieter","deeirt",49
"tittered","deeirttt",81
"twittered","deeirtttw",121
"rivetted","deeirttv",100
"dexterity","deeirttxy",169
"erudite","deeirtu",64
"riveted","deeirtv",81
"derive","deeirv",64
"revived","deeirvv",100
"dewier","deeirw",64
"devises","deeissv",81
"destitute","deeistttu",100
"dewiest","deeistw",81
"existed","deeistx",100
"devise","deeisv",64
"sieved","deeisv",64
"seized","deeisz",81
"exited","deeitx",81
"viewed","deeivw",81
"junketed","deejkntu",169
"jerked","deejkr",121
"jelled","deejll",121
"journeyed","deejnoruy",169
"enjoyed","deejnoy",121
"overjoyed","deejoorvy",196
"perjured","deejprru",144
"Dejesus","deejssu",100
"jested","deejst",81
"jetted","deejtt",81
"eked","deek",49
"trekked","deekkrt",144
"knelled","deeklln",144
"snorkelled","deekllnors",225
"kettledrums","deeklmrsttu",256
"kettledrum","deeklmrttu",225
"snorkeled","deeklnors",169
"overlooked","deeklooorv",225
"monkeyed","deekmnoy",169
"kneed","deekn",64
"kenned","deeknn",81
"drunkenness","deeknnnrssu",196
"Kennedy","deeknny",121
"Dnepropetrovsk","deeknoopprrstv",400
"networked","deeknortw",169
"keynoted","deeknoty",144
"overworked","deekoorrvw",225
"reworked","deekorrw",144
"revoked","deekorv",121
"evoked","deekov",100
"perked","deekpr",100
"Derek","deekr",64
"skewed","deeksw",100
"keyed","deeky",81
"pommelled","deellmmop",225
"pummelled","deellmmpu",225
"mellowed","deellmow",169
"smelled","deellms",121
"tunnelled","deellnntu",144
"enrolled","deellnor",121
"undersells","deellnrssu",169
"undersell","deellnrsu",144
"endlessly","deellnssy",169
"Wendell","deellnw",121
"propelled","deelloppr",196
"yodellers","deellorsy",169
"trowelled","deellortw",169
"rowelled","deellorw",144
"yodeller","deellory",144
"towelled","deellotw",144
"extolled","deellotx",169
"volleyed","deellovy",169
"yellowed","deellowy",169
"spelled","deellps",121
"quelled","deellq",121
"dwellers","deellrsw",144
"dweller","deellrw",121
"elderly","deellry",121
"swelled","deellsw",121
"welled","deellw",100
"yelled","deelly",100
"pommeled","deelmmop",169
"plummeted","deelmmptu",196
"pummeled","deelmmpu",169
"Mendel","deelmn",81
"deployments","deelmnopsty",256
"deployment","deelmnopty",225
"unemployed","deelmnopuy",225
"tremendously","deelmnorstuy",256
"employed","deelmopy",169
"Demerol","deelmor",100
"remodel","deelmor",100
"remodels","deelmors",121
"molested","deelmost",121
"Delmer","deelmr",81
"demurely","deelmruy",144
"smelted","deelmst",100
"medleys","deelmsy",121
"melted","deelmt",81
"mewled","deelmw",100
"medley","deelmy",100
"tunneled","deelnntu",100
"Deleon","deelno",64
"loosened","deelnoos",100
"lodestones","deelnoosst",144
"lodestone","deelnoost",121
"unexplored","deelnoprux",225
"unresolved","deelnorsuv",169
"redolent","deelnort",100
"plunderers","deelnprrsu",169
"plunderer","deelnprru",144
"lender","deelnr",64
"lenders","deelnrs",81
"slender","deelnrs",81
"tenderly","deelnrty",121
"endless","deelnss",81
"lewdness","deelnssw",121
"nestled","deelnst",81
"unsettled","deelnsttu",121
"newlyweds","deelnswwy",196
"densely","deelnsy",100
"nettled","deelntt",81
"newlywed","deelnwwy",169
"retooled","deeloort",100
"eloped","deelop",81
"peopled","deelopp",121
"deplore","deelopr",100
"reportedly","deeloprrty",196
"deplores","deeloprs",121
"proselyted","deeloprsty",196
"redeploys","deeloprsy",169
"explored","deeloprx",169
"redeploy","deelopry",144
"develops","deelopsv",144
"explodes","deelopsx",169
"develop","deelopv",121
"explode","deelopx",144
"overruled","deelorruv",144
"Delores","deelors",81
"turtledoves","deelorsttuv",196
"dexterously","deelorstuxy",256
"resolved","deelorsv",121
"yodelers","deelorsy",121
"turtledove","deelorttuv",169
"revolted","deelortv",121
"troweled","deelortw",121
"louvered","deeloruv",121
"revolved","deelorvv",144
"lowered","deelorw",100
"roweled","deelorw",100
"yodeler","deelory",100
"devolves","deelosvv",144
"toweled","deelotw",100
"devolve","deelovv",121
"evolved","deelovv",121
"spluttered","deelprsttu",169
"preludes","deelprsu",121
"repulsed","deelprsu",121
"reputedly","deelprtuy",169
"prelude","deelpru",100
"pestled","deelpst",100
"duplexes","deelpsux",169
"pelted","deelpt",81
"deeply","deelpy",100
"yelped","deelpy",100
"elder","deelr",49
"elders","deelrs",64
"resulted","deelrstu",100
"wrestled","deelrstw",121
"welders","deelrsw",100
"lewder","deelrw",81
"welder","deelrw",81
"Edsel","deels",49
"Leeds","deels",49
"eldest","deelst",64
"settled","deelstt",81
"lewdest","deelstw",100
"eludes","deelsu",64
"delves","deelsv",81
"slewed","deelsw",81
"exulted","deeltux",121
"welted","deeltw",81
"elude","deelu",49
"deluxe","deelux",100
"delve","deelv",64
"deem","deem",36
"summered","deemmrsu",121
"stemmed","deemmst",100
"emend","deemn",49
"wonderment","deemnnortw",169
"endowments","deemnnostw",169
"endowment","deemnnotw",144
"Runnymede","deemnnruy",144
"Deuteronomy","deemnoortuy",196
"deportment","deemnoprtt",169
"tremendous","deemnorstu",144
"mentored","deemnort",100
"tormented","deemnortt",121
"remounted","deemnortu",121
"moneyed","deemnoy",100
"mender","deemnr",64
"menders","deemnrs",81
"emends","deemns",64
"Mendez","deemnz",100
"odometers","deemoorst",121
"odometer","deemoort",100
"removed","deemorv",100
"demotes","deemost",81
"moseyed","deemosy",100
"demote","deemot",64
"emoted","deemot",64
"meowed","deemow",81
"permed","deempr",81
"presumed","deemprsu",121
"trumpeted","deemprttu",144
"permuted","deemprtu",121
"Dempsey","deempsy",121
"temped","deempt",81
"tempted","deemptt",100
"murderers","deemrrrsu",121
"murderer","deemrrru",100
"murderess","deemrrssu",121
"demurer","deemrru",81
"demurest","deemrstu",100
"mustered","deemrstu",100
"resumed","deemrsu",81
"termed","deemrt",64
"muttered","deemrttu",100
"demure","deemru",64
"remedy","deemry",81
"deems","deems",49
"messed","deemss",64
"meted","deemt",49
"mewed","deemw",64
"Eden","deen",25
"need","deen",25
"woodenness","deennoossw",144
"respondents","deennoprsst",169
"respondent","deennoprst",144
"unopened","deennopu",100
"undertones","deennorstu",121
"undertone","deennortu",100
"renowned","deennorw",100
"tenoned","deennot",64
"penned","deennp",64
"pendents","deennpst",100
"pendent","deennpt",81
"underwent","deennrtuw",121
"unnerved","deennruv",100
"overdone","deenoorv",100
"woodener","deenoorw",100
"woodenest","deenoostw",121
"nosedove","deenoosv",100
"opened","deenop",64
"provender","deenoprrv",144
"overspends","deenoprssv",169
"overspend","deenoprsv",144
"Doreen","deenor",49
"redone","deenor",49
"endorser","deenorrs",81
"endorsers","deenorrss",100
"overturned","deenorrtuv",144
"underwrote","deenorrtuw",144
"endorse","deenors",64
"endorses","deenorss",81
"rendezvous","deenorsuvz",196
"worsened","deenorsw",100
"devoutness","deenosstuv",144
"denotes","deenost",64
"denote","deenot",49
"spender","deenprs",81
"spenders","deenprss",100
"suspenders","deenprsssu",144
"suspender","deenprssu",121
"pretends","deenprst",100
"pretend","deenprt",81
"expends","deenpsx",121
"expend","deenpx",100
"render","deenrr",49
"surrenders","deenrrrssu",121
"surrender","deenrrrsu",100
"renders","deenrrs",64
"returned","deenrrtu",81
"denser","deenrs",49
"resend","deenrs",49
"sender","deenrs",49
"redness","deenrss",64
"senders","deenrss",64
"unstressed","deenrssstu",121
"undresses","deenrsssu",100
"rudeness","deenrssu",81
"tenders","deenrst",64
"entrusted","deenrsttu",100
"dentures","deenrstu",81
"dysentery","deenrstyy",144
"endures","deenrsu",64
"ensured","deenrsu",64
"venders","deenrsv",81
"rented","deenrt",49
"tender","deenrt",49
"denture","deenrtu",64
"tenured","deenrtu",64
"ventured","deenrtuv",100
"endure","deenru",49
"enured","deenru",49
"Denver","deenrv",64
"nerved","deenrv",64
"vender","deenrv",64
"Edens","deens",36
"dense","deens",36
"needs","deens",36
"sensed","deenss",49
"densest","deensst",64
"nested","deenst",49
"tensed","deenst",49
"untested","deensttu",81
"extends","deenstx",100
"endues","deensu",49
"ensued","deensu",49
"Sweden","deensw",64
"netted","deentt",49
"tented","deentt",49
"vented","deentv",64
"extend","deentx",81
"endue","deenu",36
"Weyden","deenwy",81
"needy","deeny",49
"torpedoes","deeooprst",121
"overrode","deeoorrv",100
"overdoses","deeoorssv",121
"overdoes","deeoorsv",100
"overdose","deeoorsv",100
"presupposed","deeoppprssu",225
"prospered","deeopprrs",144
"oppressed","deeopprss",144
"stoppered","deeopprst",144
"reported","deeoprrt",100
"reproved","deeoprrv",121
"reposed","deeoprs",81
"protested","deeoprstt",121
"pottered","deeoprtt",100
"exported","deeoprtx",144
"powered","deeoprw",100
"depose","deeops",64
"deposes","deeopss",81
"possessed","deeopssss",121
"espoused","deeopssu",100
"exposed","deeopsx",121
"epoxyed","deeopxy",144
"erode","deeor",36
"reorder","deeorrr",64
"reorders","deeorrrs",81
"destroyers","deeorrssty",144
"overdress","deeorrssv",121
"resorted","deeorrst",81
"restored","deeorrst",81
"destroyer","deeorrsty",121
"retorted","deeorrtt",81
"rerouted","deeorrtu",81
"overdrew","deeorrvw",121
"erodes","deeors",49
"redoes","deeors",49
"Oersted","deeorst",64
"dexterous","deeorstux",144
"dextrose","deeorstx",121
"overused","deeorsuv",100
"tottered","deeorttt",81
"extorted","deeorttx",121
"devouter","deeortuv",100
"towered","deeortw",81
"overdue","deeoruv",81
"zeroed","deeorz",81
"exoduses","deeossux",121
"devoutest","deeosttuv",121
"tuxedoes","deeostux",121
"devotes","deeostv",81
"detoxes","deeostx",100
"devote","deeotv",64
"vetoed","deeotv",64
"deep","deep",36
"peed","deep",36
"pepped","deeppp",100
"prepped","deepppr",121
"suppressed","deepprsssu",169
"speedups","deeppssu",121
"stepped","deeppst",100
"speedup","deeppsu",100
"pressured","deeprrssu",121
"spreed","deeprs",64
"depress","deeprss",81
"pressed","deeprss",81
"sputtered","deeprsttu",121
"perused","deeprsu",81
"puttered","deeprttu",100
"erupted","deeprtu",81
"reputed","deeprtu",81
"retyped","deeprty",100
"pureed","deepru",64
"purveyed","deepruvy",144
"preyed","deepry",81
"deeps","deeps",49
"speed","deeps",49
"speeds","deepss",64
"deputes","deepstu",81
"spewed","deepsw",81
"speedy","deepsy",81
"petted","deeptt",64
"depute","deeptu",64
"quested","deeqst",81
"queued","deequ",64
"Reed","deer",25
"deer","deer",25
"reed","deer",25
"erred","deerr",36
"dresser","deerrss",64
"redress","deerrss",64
"dressers","deerrsss",81
"verdure","deerruv",81
"redrew","deerrw",64
"Seder","deers",36
"deers","deers",36
"reeds","deers",36
"Seders","deerss",49
"dresses","deersss",64
"desserts","deerssst",81
"stressed","deerssst",81
"deserts","deersst",64
"dessert","deersst",64
"desert","deerst",49
"deters","deerst",49
"rested","deerst",49
"stuttered","deerstttu",100
"extrudes","deerstux",121
"strewed","deerstw",81
"wrested","deerstw",81
"reused","deersu",49
"surveyed","deersuvy",121
"served","deersv",64
"versed","deersv",64
"swerved","deersvw",100
"deter","deert",36
"treed","deert",36
"uttered","deerttu",64
"textured","deerttux",121
"extrude","deertux",100
"Dexter","deertx",81
"Verde","deerv",49
"revved","deervv",81
"reedy","deery",49
"seed","dees",25
"seeds","deess",36
"steeds","deesst",49
"detests","deesstt",64
"Swedes","deessw",64
"yessed","deessy",64
"steed","deest",36
"detest","deestt",49
"tested","deestt",49
"vested","deestv",64
"stewed","deestw",64
"tweeds","deestw",64
"suede","deesu",36
"exudes","deesux",81
"Swede","deesw",49
"sewed","deesw",49
"weeds","deesw",49
"sexed","deesx",64
"seedy","deesy",49
"teed","deet",25
"vetted","deettv",64
"wetted","deettw",64
"Tweed","deetw",49
"tweed","deetw",49
"tweedy","deetwy",81
"exude","deeux",64
"vexed","deevx",81
"weed","deew",36
"Dewey","deewy",64
"weedy","deewy",64
"eyed","deey",36
"Fed","def",25
"fed","def",25
"fluffed","deffflu",144
"differing","deffgiinr",144
"offending","deffginno",144
"whiffed","deffhiw",144
"shuffled","deffhlsu",169
"huffed","deffhu",100
"fortified","deffiiort",144
"unfulfilled","deffilllnuu",289
"fulfilled","deffilllu",225
"sniffled","deffilns",144
"riffled","deffilr",121
"diffusely","deffilsuy",196
"miffed","deffim",100
"sniffed","deffins",100
"offside","deffios",100
"differ","deffir",81
"riffed","deffir",81
"differs","deffirs",100
"diffuses","deffissu",121
"stiffed","deffist",100
"diffuse","deffisu",100
"suffixed","deffisux",169
"tiffed","deffit",81
"muffled","defflmu",144
"unruffled","defflnruu",169
"snuffled","defflnsu",144
"ruffled","defflru",121
"muffed","deffmu",100
"offend","deffno",81
"offends","deffnos",100
"snuffed","deffnsu",100
"offed","deffo",64
"puffed","deffpu",100
"duffers","deffrsu",100
"duffer","deffru",81
"ruffed","deffru",81
"suffused","deffssuu",121
"stuffed","deffstu",100
"dyestuff","deffstuy",144
"fidgeting","defggiint",121
"fledgling","defggilln",169
"fledglings","defggillns",196
"foregrounding","defgginnoorru",225
"flogged","defgglo",100
"fogged","defggo",64
"tightfisted","defghiisttt",196
"delightfully","defghillltuy",361
"delightful","defghilltu",225
"goldfishes","defghiloss",196
"dogfishes","defghioss",144
"frighted","defghirt",121
"furloughed","defghloruu",196
"misidentifying","defgiiiimnnsty",324
"indemnifying","defgiiimnnny",256
"identifying","defgiiinnty",196
"diversifying","defgiiinrsvy",256
"dignifies","defgiiins",121
"signified","defgiiins",121
"Fielding","defgiiln",121
"defiling","defgiiln",121
"fielding","defgiiln",121
"Springfield","defgiilnprs",225
"girlfriend","defgiilnrr",169
"girlfriends","defgiilnrrs",196
"glorified","defgiilor",144
"defining","defgiinn",100
"infringed","defgiinnr",121
"detoxifying","defgiinotxy",256
"deifying","defgiiny",121
"edifying","defgiiny",121
"disfigures","defgiirssu",144
"disfigure","defgiirsu",121
"enfolding","defgilnno",144
"floundering","defgilnnoru",196
"deforming","defgimnor",144
"fending","defginn",81
"foundering","defginnoru",144
"refunding","defginnru",121
"defrosting","defginorst",144
"fringed","defginr",81
"defusing","defginsu",100
"feuding","defginu",81
"defying","defginy",100
"fridge","defgir",64
"fridges","defgirs",81
"figured","defgiru",81
"fidgets","defgist",81
"fidget","defgit",64
"gifted","defgit",64
"fidgety","defgity",100
"golfed","defglo",81
"foregrounds","defgnoorrsu",169
"foreground","defgnoorru",144
"goofed","defgoo",64
"forged","defgor",64
"fudges","defgsu",64
"fudge","defgu",49
"humidifiers","defhiiimrsu",225
"humidifier","defhiiimru",196
"humidifies","defhiiimsu",196
"fiendishly","defhiilnsy",225
"Whitfield","defhiiltw",196
"unfinished","defhiinnsu",169
"friendship","defhiinprs",196
"friendships","defhiinprss",225
"fiendish","defhiins",121
"finished","defhiins",121
"horrified","defhiiorr",144
"shoplifted","defhilopst",225
"flourished","defhilorsu",196
"unfurnished","defhinnrsuu",196
"spendthrifts","defhinprsstt",256
"spendthrift","defhinprstt",225
"furnished","defhinrsu",144
"swordfishes","defhiorsssw",225
"fished","defhis",81
"shifted","defhist",100
"flushed","defhlsu",121
"hoofed","defhoo",81
"Rutherford","defhorrrtu",169
"frothed","defhort",100
"simplified","defiiilmps",225
"infidelity","defiiilnty",196
"solidifies","defiiiloss",169
"liquified","defiiilq",169
"vilified","defiiilv",144
"misidentify","defiiimnsty",225
"definitions","defiiinnost",169
"definition","defiiinnot",144
"infinitude","defiiinntu",144
"vivified","defiiivv",144
"unjustified","defiijnstuu",225
"justified","defiijstu",169
"mollified","defiillmo",196
"nullified","defiillnu",169
"oilfield","defiillo",144
"oilfields","defiillos",169
"filliped","defiillp",169
"wildlife","defiillw",169
"infidel","defiiln",100
"infield","defiiln",100
"infidels","defiilns",121
"infields","defiilns",121
"fossilized","defiilossz",225
"wildfires","defiilrsw",169
"wildfire","defiilrw",144
"stultified","defiilsttu",169
"fidelity","defiilty",144
"mummified","defiimmmu",196
"misinformed","defiimmnors",225
"indemnify","defiimnny",169
"modifier","defiimor",121
"modifiers","defiimors",144
"mortified","defiimort",144
"modifies","defiimos",121
"misfired","defiimrs",121
"midwifery","defiimrwy",196
"misfitted","defiimstt",144
"mystified","defiimsty",169
"midwifes","defiimsw",144
"midwife","defiimw",121
"profundities","defiinoprstu",225
"notified","defiinot",100
"Winifred","defiinrw",121
"identify","defiinty",121
"unified","defiinu",81
"perfidious","defiioprsu",169
"ossified","defiioss",100
"purified","defiipru",121
"typified","defiipty",144
"diversify","defiirsvy",169
"fieldwork","defiklorw",225
"finked","defikn",100
"knifed","defikn",100
"frisked","defikrs",121
"Fidel","defil",64
"field","defil",64
"filed","defil",64
"flied","defil",64
"filled","defill",100
"unfilled","defillnu",144
"wildflowers","defillorsww",289
"wildflower","defillorww",256
"filmed","defilm",100
"mindfulness","defilmnnssu",225
"unfriendly","defilnnruy",196
"friendly","defilnry",144
"foiled","defilo",81
"profiled","defilopr",144
"fluorides","defilorsu",144
"fluoride","defiloru",121
"Wilfredo","defilorw",144
"outfields","defilostu",144
"outfield","defilotu",121
"flipped","defilpp",144
"uplifted","defilptu",144
"rifled","defilr",81
"flurried","defilrru",121
"distressful","defilrssstu",196
"flirted","defilrt",100
"trifled","defilrt",100
"fervidly","defilrvy",169
"Wilfred","defilrw",121
"frizzled","defilrzz",225
"Fields","defils",81
"fields","defils",81
"sulfides","defilssu",121
"stifled","defilst",100
"sulfide","defilsu",100
"lifted","defilt",81
"flitted","defiltt",100
"fixedly","defilxy",169
"fizzled","defilzz",196
"uninformed","defimnnoru",169
"informed","defimnor",121
"uniformed","defimnoru",144
"deformity","defimorty",169
"firmed","defimr",81
"fiend","defin",49
"fined","defin",49
"foundries","definorsu",121
"finder","definr",64
"friend","definr",64
"finders","definrs",81
"friends","definrs",81
"Winfred","definrw",100
"fiends","defins",64
"infused","definsu",81
"unfitted","definttu",100
"odoriferous","defiooorrsu",169
"firewood","defioorw",121
"profited","defioprt",121
"fortitude","defiorttu",121
"foisted","defiost",81
"outfitted","defiotttu",121
"detoxify","defiotxy",169
"perfidy","defipry",121
"fired","defir",49
"fried","defir",49
"drifters","defirrst",100
"drifter","defirrt",81
"rifted","defirt",64
"fruited","defirtu",81
"fervid","defirv",81
"frizzed","defirzz",169
"sifted","defist",64
"fetid","defit",49
"fitted","defitt",64
"fixed","defix",81
"deify","defiy",64
"edify","defiy",64
"fizzed","defizz",144
"flunked","defklnu",144
"funked","defknu",100
"forked","defkor",100
"fled","defl",49
"dolefully","deflllouy",225
"wonderfully","defllnoruwy",289
"followed","deflloow",169
"doleful","defllou",121
"fulled","defllu",100
"flummoxed","deflmmoux",256
"Rumsfeld","deflmrsu",144
"enfold","deflno",81
"fondle","deflno",81
"flounders","deflnorsu",144
"flounder","deflnoru",121
"underflow","deflnoruw",169
"wonderful","deflnoruw",169
"enfolds","deflnos",100
"fondles","deflnos",100
"tenfold","deflnot",100
"unfurled","deflnruu",121
"fooled","defloo",81
"flooder","defloor",100
"floored","defloor",100
"foretold","defloort",121
"flopped","deflopp",144
"folder","deflor",81
"folders","deflors",100
"floured","defloru",100
"flossed","defloss",100
"lofted","deflot",81
"flouted","deflotu",100
"fouled","deflou",81
"flowed","deflow",100
"fowled","deflow",100
"wolfed","deflow",100
"sulfured","deflrsuu",121
"furled","deflru",81
"fluted","defltu",81
"deftly","deflty",100
"fluxed","deflux",121
"unformed","defmnoru",121
"deform","defmor",81
"formed","defmor",81
"deforms","defmors",100
"serfdom","defmors",100
"fumed","defmu",64
"fend","defn",36
"fondness","defnnoss",100
"footnoted","defnooott",121
"profounder","defnooprru",169
"profoundest","defnooprstu",196
"underfoot","defnoortu",121
"Fronde","defnor",64
"fonder","defnor",64
"founders","defnorsu",100
"fronted","defnort",81
"founder","defnoru",81
"frowned","defnorw",100
"fondest","defnost",81
"fondues","defnosu",81
"fondue","defnou",64
"Superfund","defnprsuu",144
"refunds","defnrsu",81
"refund","defnru",64
"fends","defns",49
"proofed","defoopr",100
"rustproofed","defooprrstu",196
"spoofed","defoops",100
"pussyfooted","defoopsstuy",225
"roofed","defoor",64
"forewords","defoorrsw",144
"foreword","defoorrw",121
"foxtrotted","defoortttx",196
"footed","defoot",64
"outfoxed","defootux",144
"woofed","defoow",81
"furrowed","deforruw",121
"defrosts","deforsst",100
"defrost","deforst",81
"frosted","deforst",81
"foxed","defox",81
"Fred","defr",36
"furred","defrru",64
"surfed","defrsu",64
"Dreyfus","defrsuy",100
"turfed","defrtu",64
"Freud","defru",49
"Feds","defs",36
"feds","defs",36
"fussed","defssu",64
"feuds","defsu",49
"fused","defsu",49
"deft","deft",36
"tufted","defttu",64
"futzed","deftuz",100
"feud","defu",36
"fuzed","defuz",81
"fuzzed","defuzz",144
"defy","defy",49
"gigged","degggi",49
"giggled","degggil",81
"goggled","deggglo",81
"highlighted","degghhhiilt",256
"lightninged","degghiilnnt",196
"delighting","degghiilnt",169
"hedging","degghin",81
"hogged","deggho",64
"shrugged","degghrsu",100
"hugged","degghu",64
"verdigrising","deggiiinrrsv",196
"overindulging","deggiilnnoruv",256
"deigning","deggiinn",81
"undersigning","deggiinnnrsu",169
"designing","deggiinns",100
"digressing","deggiinrss",121
"diverging","deggiinrv",121
"digesting","deggiinst",100
"jigged","deggij",81
"jiggled","deggijl",121
"prejudging","deggijnpru",196
"gelding","deggiln",81
"niggled","deggiln",81
"pledging","deggilnp",121
"geldings","deggilns",100
"sledging","deggilns",100
"deluging","deggilnu",100
"squiggled","deggilqs",144
"wriggled","deggilrw",121
"Gielgud","deggilu",81
"wiggled","deggilw",100
"edging","deggin",49
"undergoing","degginnoru",121
"singsonged","degginnoss",121
"edgings","deggins",64
"wedging","degginw",81
"doggie","deggio",49
"doggier","deggior",64
"disgorge","deggiors",81
"disgorges","deggiorss",100
"doggies","deggios",64
"doggiest","deggiost",81
"pigged","deggip",64
